folder,f1_x,f1_y,f2_x,f2_y,f3_x,f3_y,cnn_prob
sample,225.63696682852813,235.85904698557923,235.44518734264105,261.9842848892156,246.0414142478203,289.9302005318444,0.8608747
sample,347.3030614092485,67.19443519199186,278.3718211676021,174.80642847622113,204.3929303772498,290.4368116928476,0.14151374
sample,507.80913076748834,360.3846742776352,477.8208536776216,346.5790945210216,445.7865359179712,332.0352538245394,0.011255596
sample,97.42426902997022,258.1737407698294,151.43251007933904,241.14581310440693,209.8195487524136,223.08128903230045,0.004786214
sample,357.39901051308675,179.4947648001425,239.0683678065133,183.3410216397712,112.20108184868248,187.30722385694185,0.15043756
sample,182.9529784578517,395.7761455008957,214.7089107072548,270.3545850235955,249.143031508528,135.76460157108244,0.74576765
sample,65.36411792530228,227.2156123962093,130.96352000526633,165.7127644663032,201.2725221169682,99.1457013519664,0.089037485
sample,238.9779016178604,318.6989232346642,226.41831260850688,246.32266078261088,213.0433304303394,169.31477096764218,0.82608646
sample,383.8443199630153,263.0510941380361,383.38563262249625,263.7231738074544,383.45369907560905,263.6350519052185,0.08352395
sample,348.40854425400585,397.960081466072,349.4262042587293,397.9913604306598,349.5629022803377,398.1059995186528,0.040918767
sample,204.5357009840216,290.3098018109296,350.9417948428922,267.48820126055017,507.3425708647285,242.7658694493573,0.109262206
sample,395.0513071315854,207.8062507711292,335.96816981830926,187.5043716387321,273.3964291899482,166.25801769123473,0.17615116
sample,361.3745001652287,74.03834443909628,235.80668580115577,141.23122284589476,99.48637563405566,214.35470860084985,0.4238081
sample,496.3690556364685,357.30868087872256,495.7869708191282,357.9334561547216,495.96750058364034,357.9574920978502,0.08090044
sample,168.78539444301524,89.37616438861178,227.96962422250925,109.48550239649666,292.1934315322652,131.9977461496182,0.07574589
sample,261.22307878290815,260.74843948239305,334.0558220339902,135.99305702185978,412.2730593445725,0.4502869864979573,0.019795122
sample,142.9751216357271,238.5985460843294,142.38214122028535,239.56491071921897,142.6621314268412,240.1123186286009,0.003397418
sample,209.82457237273223,223.1067985180816,267.4380199235215,140.37837299969485,329.3574055368552,52.574771568701976,0.053885903
sample,122.14345890192185,293.1464644720476,170.66328792068995,217.5241776787962,221.86856525758387,137.18324709464446,0.018737257
sample,250.36041427552448,6.948607134078202,199.72682852987657,145.3992565846201,144.37332684150874,293.4980853428633,0.0050142924
sample,246.5777234971962,280.40060381789334,246.0393560310713,281.11707439332247,246.03416228790064,280.76220120101607,0.85691214
sample,227.7865243057656,406.38253353593086,199.2462526945112,382.2945638104443,167.826746967647,357.113071415244,0.00674336
sample,119.7124055509638,202.63115744348664,215.2790632277438,262.3599975134133,316.85152882117933,327.1499891095203,0.78052366
sample,208.49777460702808,82.31678735560334,292.52268823998736,42.89140058800976,381.1996357463053,0.9697742209919512,0.008074786
sample,374.7207443558693,436.1548567802726,374.93951279963295,436.9324628726579,374.2568223812354,436.6947184058413,0.03290939
sample,372.3305360268747,106.20201927229076,401.0505362658437,241.70868081449828,431.723556717366,389.48826344756674,0.00254607
sample,329.7514995300912,53.98411583556191,386.8266023149058,34.169989334939515,446.745701783623,13.95647550626785,0.020852674
sample,273.2028634740752,166.80534691090855,305.7424063477896,305.7574946173521,341.6328571802106,457.5278497148272,0.1587761
sample,197.72833094855835,179.37496596163703,273.406250234458,166.55945712489404,356.9861436826013,152.86877600377582,0.05757456
sample,356.9889342457102,153.3176305664225,221.9157970453016,137.15426895506124,78.13347670803736,120.80923935865108,0.04626038
sample,201.4127310638268,99.32663249374625,213.0640122660334,169.37973413563347,226.9674347514942,245.80931680225004,0.12347722
sample,259.40862626594475,218.5417404093297,197.6778960372181,178.7828376342523,132.67340476737564,135.27149320602388,0.047371067
sample,498.486406884992,57.67810213733407,498.0346814193111,56.4686218782775,498.00689643646126,56.96951219708001,0.027960086
sample,381.8515590517754,195.7869415423561,381.76053273366455,194.6930165589677,381.3991359950352,195.3094536050779,0.027218264
sample,137.13953549213616,79.37803043442767,231.5483609909533,130.71454765404604,335.2771039134673,187.2946855025128,0.0065559684
sample,303.69800310978064,221.4448992492401,304.5836693273415,221.1172014391161,303.9494512145847,221.750143568127,0.038238585
sample,215.2621236769069,262.3623735247141,161.5289512231745,249.91878843429853,106.13132308626656,236.6663945967971,0.0020928944
sample,158.80733273205627,201.41235563081133,249.35455962408423,135.82788785442048,347.7510515167602,63.23121905567223,0.09726699
sample,501.4111308338591,507.2468882421832,502.1549817722622,507.7250878676368,501.9046948067554,506.6531149977469,0.12853953
sample,96.05943832227766,280.0012925018265,217.09125075723088,274.26471807916806,349.8346054945716,267.24708415854946,0.681739
sample,281.7160728950336,82.46166410463363,345.1893674046723,180.3772447609823,411.6023857192987,284.0331200340889,0.12242687
sample,310.91605882489245,17.657205204209646,310.7969017908584,16.478583085844832,310.8346643303521,17.564517846216916,0.051206496
sample,118.03258401701204,266.1420830025581,158.18643954952137,208.42564384937089,199.6851492268204,145.4087415630271,0.0045482125
sample,4.161127402542036,3.735770518104744,70.22620539331987,104.56318581875416,139.10231419363328,212.1559299043529,0.09322641
sample,157.87083652935112,130.7265850503484,268.31109311718825,176.818355590516,390.26825104575175,227.7265099036736,0.24638343
sample,153.33271120367294,268.13731833020034,209.81342736095507,223.09374612977743,267.99461958152585,176.23516629829652,0.10779009
sample,215.6815251437516,354.34957335784543,144.6326424551841,293.26651036135524,65.54539120266716,226.92557441915,0.0061498024
sample,194.18303315380817,275.0609030018273,167.5322971895286,356.98368527558205,140.55263631674535,446.5651197392904,0.0034240093
sample,288.18604851462726,2.8931812027303465,228.0496855803007,48.861685375302585,164.4111063254046,100.18952881447902,0.014397702
sample,227.892051169107,109.66192771056802,238.09955279532764,61.493887539137006,250.50687104189035,7.193458399650041,0.034585454
sample,480.6510676486518,66.60524008234071,434.1576294178736,50.08229872956457,386.89008791741713,32.307649412148834,0.009240395
sample,118.11536582942252,460.5504729397952,157.5146220571823,325.6362546110531,197.850219824918,179.1252259433961,0.0015013756
sample,427.3904003060088,274.475704749456,317.01031389210027,327.6537277156551,198.81989082324804,382.4894056801714,0.14475892
sample,447.1713596993516,13.71211271618884,360.2946257610645,73.40787500737437,267.4100662029395,140.0142798306997,0.12074147
sample,199.6622896572943,145.34715148793543,292.66599060320004,93.2295480910716,391.71616261090696,39.68684652791029,0.14001192
sample,381.1363007982416,1.06780018312611,262.66634711073897,38.26902714321437,138.00594779964393,78.96586599661615,0.08300616
sample,112.66588045897724,311.45212162726654,157.59256035341554,200.31203431797263,208.2031438032446,81.69752182542965,0.064861424
sample,39.28555989751854,378.9917352174064,97.4903886376354,258.1567094823508,157.89639305886124,130.67058891267766,0.024453545
sample,503.7178935047193,9.35327463102098,453.9421983914016,119.69446481891598,400.9570575399067,241.51403636298744,0.099519335
sample,344.99600200732266,199.2451684419006,292.1518756013453,132.05565178922876,238.18626450853685,61.46155914558975,0.0043732123
sample,213.0419312980808,169.51037680033144,187.6200736986709,244.3961409498688,157.5397098999229,325.5547164802633,0.0009382725
sample,354.4892622281643,234.21820123051705,322.4864110079984,124.67669589379965,288.1298030452814,3.1594357677586515,0.034470886
sample,74.89289086510874,494.880917651577,57.78614023621614,381.7107191036025,36.61470140400715,258.95758056586067,0.0119191045
sample,249.2612192803726,135.9034288728891,357.1768233499289,153.2865866538593,469.3960335184192,170.95282804494198,0.04998695
sample,423.89617801443137,506.3415744976878,425.0381624227098,490.0073090923584,428.1908511371731,473.2407717746222,0.013161704
sample,29.08189458125048,352.3370182737687,39.146301947366965,379.1510412109869,52.44487483331616,407.9175201038431,0.003761046
sample,57.80740403340428,381.7304592233462,29.22061268754049,351.8907131519711,1.4236822708293744,319.92226840737595,0.16971081
sample,400.8946573230671,241.5071787194321,403.1745042274478,346.8328007257722,408.5909568014707,460.1829590022495,0.004572722
sample,2.1967266722812724,241.61865478135056,112.31695828259237,146.98912209984567,228.2691535461339,48.66379257191795,0.056659393
sample,161.4601994625374,249.8298043486992,119.74003586908056,202.6175423194857,77.86548176303504,155.3735159623363,0.03339394
sample,510.3438418519792,132.53219454489658,507.660007547984,242.8424797864274,507.83416290613246,360.3839787817772,0.004786243
sample,338.65867284873235,275.8151290203661,204.51784646466115,290.23195992993334,56.59978557129224,304.04911159456327,0.05751677
sample,417.3897914729434,325.06483291390015,406.0515485040984,358.4234239515105,396.7058493398636,394.58836445037423,0.027554661
sample,388.17636353974456,313.9295353407318,261.19533003328905,261.27635751567345,119.8099258565691,202.58319457074305,0.6718342
sample,56.64616407679432,304.0053496973927,138.96611909641427,212.19991157021408,227.85958168873333,109.58596898748856,0.028626587
sample,292.1467622578712,132.05212831178486,299.5576968289608,213.9141487398891,305.9957500777616,305.7481177472301,0.15624225
sample,445.7541621868327,332.1710328370626,417.763888131877,324.73025368269026,388.3275949934337,313.95464276865613,0.062762134
sample,405.8484422690576,358.75232173767256,381.99937540308656,430.75134704577937,359.70752048851693,507.6024990865234,0.052291255
sample,501.7618274055668,266.5207647089036,466.5508701158001,373.7837326635696,427.203318198681,494.2883432381242,0.014645413
sample,431.91584815176896,389.6018621627272,388.48110566056687,313.90419916634187,338.0475948754854,231.57698542385577,0.042763814
sample,235.90334349143083,141.77178486958172,282.9471962831776,137.5012925548131,334.4645357765876,136.13534388988614,0.002218174
sample,158.28130442755702,208.36562393762097,157.88488979714046,130.69357297056064,154.43874507518436,44.56210985621789,0.017465852
sample,396.5965477903751,394.3352854822113,445.4728288229951,332.3486183623762,501.7539338053691,266.5042195046075,0.009281935
sample,501.69471409005854,451.38804583110095,360.03783337788,478.2992325221144,213.5538676492487,506.9251612112439,0.06022278
sample,138.91433701249838,212.88640681831689,78.03406210119238,120.3844858567671,9.13800589283045,15.7089455797518,0.029880783
sample,486.4146439457433,469.06517069952224,428.2598342565403,473.2600326854848,359.6252297019996,478.7357790372967,0.107659824
sample,148.0272125651561,141.29935979969554,281.5969507321655,82.40192953635213,430.1276143139275,20.91204629291704,0.07022343
sample,227.9776687496916,48.960620383034325,133.09617165686183,135.10453501059015,25.796865365547006,228.4227079755549,0.05778968
sample,131.10912489056727,165.6506947195518,194.1743430457581,274.87600331352024,259.45578899901693,396.2698736341255,0.025048302
sample,170.64824402783,217.50961163164976,142.1146027034376,265.171700659094,112.46941565948674,310.93495036640195,0.010531016
sample,282.9721035424269,137.4727458218249,377.4391447877589,222.3983093227643,478.4986090567969,308.6286678359492,0.065618314
sample,187.5663765468753,244.4425283153329,153.5388469728208,268.1396194083277,122.28508884809996,293.02148196131,0.01035769
sample,292.6783926823572,43.02799461422961,188.01331205627497,71.22342500118361,69.73291057804059,104.84828236146907,0.0049365265
sample,278.0646294160099,476.3951114239628,189.6801567771136,368.3093675939235,97.35969887898528,258.26049746539024,0.002619522
sample,379.9690463055487,414.62244854896176,408.2222884680164,460.7743231451008,433.6637712231686,509.9528470755898,0.08493913
sample,198.45669343137683,381.39849998720194,215.7566719791704,354.0103604074557,238.7519457131744,318.62636803312665,0.015101446
sample,159.7588402068761,33.04274042207942,275.0019990813508,33.47714860477683,399.5584122475764,28.73521850730469,0.03296412
sample,368.6690851269303,367.4087454243319,396.54446316701205,394.2401003237957,427.04101365689536,428.7393981847853,0.0022857587
sample,382.4518273256049,430.7646227090705,263.34068427510124,350.981014349344,142.04962495400332,265.2354912514126,0.041811198
sample,426.645090171364,369.1510607223902,389.9869403761024,227.70275151572844,347.22897429053967,67.44671219451831,0.0020689422
sample,350.16808184322394,266.3631611894943,417.9559900799605,155.5040953593303,489.46678311276185,43.39258600495444,0.0043612793
sample,359.52781524986005,507.8087715787616,431.7104548561096,389.3979490384031,504.089359444524,259.139757321708,0.0056069456
sample,213.91811875405293,506.2719591510405,206.41024421431132,392.7149841285184,193.9145734790556,275.21258169185614,0.010918544
sample,132.73104722205778,135.3761437706135,170.73887754562344,252.14571811405057,213.3610291333502,386.30156873213696,0.1212157
sample,403.0079356980301,346.1334207372486,442.7816789353869,374.5882989081199,482.86226707460577,398.71964514437775,0.048865955
sample,193.8529180096649,191.51916676176324,118.07671133727553,266.09615324247244,29.11928121814364,351.34529202205425,0.0069842497
sample,112.16141350442037,147.20962432463364,201.3458223127388,99.27783815026912,292.7565282784435,43.019787490158905,0.007865096
sample,20.4580425069756,422.2250610363116,37.05246773719682,400.3712584311161,57.77481013978485,381.74144650849126,0.0014098589
sample,322.5750157091489,124.97727456659712,186.97614907511536,182.80504887484216,45.84287220249877,250.9866231832738,0.05834502
sample,507.3068409308116,242.68599666853905,505.71208325890734,190.0259905582261,510.3809477476778,132.23242366288386,0.090679064
sample,405.8676832710392,40.91447718485756,347.620268505759,63.66781068219612,281.8096186103376,82.20387444911475,0.07466708
sample,457.9470706833191,148.45069120990303,416.8300608963259,276.8624728607629,380.2467364066411,413.9423754052244,0.21815814
sample,360.4644934192298,478.7732055411879,276.7978883926079,360.629216883013,187.5790857740227,244.13419104301207,0.028076371
sample,349.0730630316302,357.56748105793,417.4809847361232,261.9828942391037,493.5923787972412,167.7116793423843,0.00608263
sample,187.89756217785776,71.27243876554994,168.77251036577894,90.25583631790468,156.02014637255178,110.71078885608526,0.030844245
sample,267.51347581803014,140.72748083071983,312.89417470363884,156.6872215553534,355.43603088840257,179.2786631506839,0.014547562
sample,455.4989461862041,135.78101720150875,448.1685121421253,89.36264144843304,432.13163491814873,39.70554847708533,0.059783004
sample,317.40996884500225,373.98617142967714,369.1324627697928,367.7495412047495,426.716544749225,369.0722648101128,0.0029413386
sample,11.54125490138466,462.9039587404359,41.3169152746747,473.81312160310375,67.41304891413489,478.3436537948164,0.13306215
sample,199.30584412396848,67.83352843477212,156.46183358836862,110.94055200733416,112.49157083948018,147.36490160006483,0.1891835
sample,221.8168054856282,137.52005852936574,167.0686923721559,199.71811736298827,118.07800437080012,266.0667725591684,0.033629604
sample,244.6846289666009,58.35185101048504,191.05264976498395,104.78127355740712,131.33355024917586,165.7414660434817,0.017932516
sample,213.5993566767661,385.9282874015753,112.51796745658046,311.1317891230524,1.6173654003396507,240.969529183012,0.021059
sample,293.04049156375913,93.20868200092676,155.11037710646298,43.93126102080825,2.800887351619963,1.550361056383764,0.032469332
sample,101.3563528002944,505.6455696088525,74.44592735248881,495.1310950771474,41.57808827266618,473.857214191829,0.057008717
sample,433.6626961939207,509.67985341151086,424.0106645092667,506.30664643070907,423.9586156669004,506.3350852564423,0.042032912
